Unnamed: 0,Port(s),Protocol,Service,Details,Source
1,2228,"tcp,udp",ehome-ms,"eHome Message Server, registered 2006-01",IANA
1,2229,"tcp,udp",datalens,"DataLens Service, registered 2006-02",IANA
1,2230,"tcp,udp",queueadm,"MetaSoft Job Queue Administration Service, registered 2006-06",IANA
1,2231,"tcp,udp",wimaxasncp,"WiMAX ASN Control Plane Protocol, registered 2006-06",IANA
1,2232,"tcp,udp",ivs-video,IVS Video default,IANA
1,2233,"tcp,udp",applications,RDT traffic (unicast peer to peer communication) uses port 2233/TCPShiva VPNInfocrypt (IANA official),SG
2,2233,"tcp,udp",applications,Shiva VPN,Portforward
3,2233,"tcp,udp",infocrypt,INFOCRYPT,IANA
1,2234,"tcp,udp",applications,"Janes F-18, developer: Electronic ArtsOperation Flashpoint also uses this portSoulseek uses ports 2234-2239",SG
2,"2234,2300-2400,47624",tcp,applications,Janes F-18,Portforward
3,"2234,2235,2300-2400",udp,applications,Operation Flashpoint,Portforward
4,"2234,2235",tcp,applications,Operation Flashpoint,Portforward
5,2234,"tcp,udp",directplay,DirectPlay,IANA
1,2235,"tcp,udp",applications,Operation Flashpoint,SG
2,"2234,2235,2300-2400",udp,applications,Operation Flashpoint,Portforward
3,"2234,2235",tcp,applications,Operation Flashpoint,Portforward
4,2235,"tcp,udp",sercomm-wlink,Sercomm-WLink,IANA
1,2236,tcp,applications,Macintosh Manager,SG
2,2236,"tcp,udp",nani,Nani,IANA
1,2237,"tcp,udp",optech-port1-lm,Optech Port1 License Manager,IANA
1,2238,"tcp,udp",aviva-sna,AVIVA SNA SERVER,IANA
1,2239,"tcp,udp",applications,Soulseek uses ports 2234-2239,SG
2,2239,"tcp,udp",imagequery,Image Query,IANA
1,2240,"tcp,udp",recipe,"RECIPe, registered 1997-12-16",IANA
1,2241,"tcp,udp",ivsd,IVS Daemon,IANA
1,2242,"tcp,udp",foliocorp,Folio Remote Server,IANA
1,2243,"tcp,udp",magicom,Magicom Protocol,IANA
1,2244,"tcp,udp",nmsserver,NMS Server,IANA
1,2245,"tcp,udp",hao,HaO,IANA
1,2246,"tcp,udp",pc-mta-addrmap,PacketCable MTA Addr Map,IANA
1,2247,"tcp,udp",antidotemgrsvr,Antidote Deployement Manager Service,Bekkoame
2,2247,"tcp,udp",antidotemgrsvr,"Antidote Deployment Manager Service, registered 2006-02",IANA
1,2248,"tcp,udp",ums,User Management Service,IANA
1,2249,"tcp,udp",rfmp,RISO File Manager Protocol,IANA
1,2250,"tcp,udp",remote-collab,remote-collab,IANA
1,2251,"tcp,udp",dif-port,Distributed Framework Port,IANA
1,2252,"tcp,udp",njenet-ssl,NJENET using SSL,IANA
1,2253,"tcp,udp",dtv-chan-req,DTV Channel Request,IANA
1,2254,"tcp,udp",seispoc,Seismic P.O.C. Port,IANA
1,2255,tcp,trojan,Nirvana,SG
2,2255,tcp,Nirvana,[trojan] Nirvana,SANS
3,2255,"tcp,udp",vrtp,VRTP - ViRtue Transfer Protocol,IANA
1,2256,"tcp,udp",pcc-mfp,"PCC MFP, registered 2005-08",IANA
1,2257,"tcp,udp",simple-tx-rx,"simple text/file transfer, registered 2006-08",IANA
1,2258,"tcp,udp",rcts,"Rotorcraft Communications Test System, registered 2006-08",IANA
1,2259,"tcp,udp",,"Unassigned, modified: 2011-06-28",IANA
1,2260,"tcp,udp",apc-2260,"APC 2260, registered 2002-02",IANA
1,2261,"tcp,udp",comotionmaster,IANA registered for: CoMotion Master Server,SG
2,2261,"tcp,udp",comotionmaster,CoMotion Master Server,IANA
1,2262,"tcp,udp",comotionback,IANA registered for: CoMotion Backup Server,SG
2,2262,"tcp,udp",comotionback,"CoMotion Backup Server, registered 2005-09",IANA
1,2263,"tcp,udp",ecwcfg,"ECweb Configuration Service, registered 2006-03",IANA
1,2264,"tcp,udp",apx500api-1,Audio Precision Apx500 API Port 1,IANA
1,2265,"tcp,udp",apx500api-2,Audio Precision Apx500 API Port 2,IANA
1,2266,tcp,trojans,"Backdoor.Dawcun [Symantec-2010-040116-0914-99] (2010.04.01) - a trojan horse that steals confidential information and opens a back door on the compromised computer. It opens a back door by connecting to a remote server on TCP ports 2266 and 3390 to send the confidential information and to download, decrypt and then start the updated rootkit driver.Port is also IANA registered for M-Files Server",SG
2,2266,"tcp,udp",mfserver,"M-Files Server, registered 2004-06",IANA
1,2267,"tcp,udp",ontobroker,"OntoBroker, registered 2004-12",IANA
1,2268,"tcp,udp",amt,AMT (IANA official) [RFC 7450],SG
2,2268,"tcp,udp",amt,"AMT [RFC7450] , registered 2004-12, modified: 2014-12-17",IANA
1,2269,"tcp,udp",mikey,"MIKEY, registered 2004-12",IANA
1,2270,"tcp,udp",starschool,"starSchool, registered 2004-12",IANA
1,2271,"tcp,udp",mmcals,Secure Meeting Maker Scheduling,IANA
1,2272,"tcp,udp",mmcal,"Meeting Maker Scheduling, registered 2004-12",IANA
1,2273,"tcp,udp",mysql-im,"MySQL Instance Manager, registered 2004-12",IANA
1,2274,"tcp,udp",pcttunnell,"PCTTunneller, registered 2004-12",IANA
1,2275,"tcp,udp",ibridge-data,iBridge Conferencing,IANA
1,2276,"tcp,udp",ibridge-mgmt,"iBridge Management, registered 2004-12",IANA
1,2277,"tcp,udp",bluectrlproxy,"Bt device control proxy, registered 2004-12",IANA
1,2278,"tcp,udp",s3db,"Simple Stacked Sequences Database, registered 2006-08",IANA
1,2279,"tcp,udp",xmquery,xmquery,IANA
1,2280,"tcp,udp",lnvpoller,LNVPOLLER,IANA
1,2281,tcp,trojan,Nautical,SG
2,2281,tcp,trojan,Nautical,Trojans
3,2281,"tcp,udp",threat,W32.HLLW.Nautic,Bekkoame
4,2281,"tcp,udp",lnvconsole,LNVCONSOLE,IANA
1,2282,"tcp,udp",lnvalarm,LNVALARM,IANA
1,2283,tcp,trojans,"Dumaru.Y [Symantec-2004-012316-2557-99] (2004.01.23) - multi-threaded, mass mailing worm that opens a backdoor, runs a keylogger and attempts to steal personal information. Opens ports 2283/tcp and 10000/tcp.Hvl RAT - remote access trojan, coded in VB5, uses TCP ports 1095-1099 and 2283.Port registered for Lotus Notes LNVSTATUS",SG
2,2283,tcp,trojan,[trojan] Hvl RAT,Trojans
3,2283,tcp,HVLRat5,[trojan] HVL Rat5,SANS
4,2283,tcp,HvlRAT,[trojan] Hvl RAT,SANS
5,2283,tcp,threat,Nibu,Bekkoame
6,2283,tcp,threat,W32.Dumaru,Bekkoame
7,2283,"tcp,udp",lnvstatus,LNVSTATUS,IANA
1,2284,"tcp,udp",lnvmaps,LNVMAPS,IANA
1,2285,"tcp,udp",lnvmailmon,LNVMAILMON,IANA
1,2286,"tcp,udp",nas-metering,NAS-Metering,IANA
1,2287,tcp,dna,"Rig Exploit Kit communicates over port 2287 TCP, same signature as Pitou.B Trojan [Symantec-2016-011823-3733-99]Port is IANA registered for: DNA",SG
2,2287,"tcp,udp",dna,DNA,IANA
1,2288,"tcp,udp",netml,NETML,IANA
1,2289,"tcp,udp",dict-lookup,"Lookup dict server, registered 2005-01",IANA
1,2290,udp,games,"Virtual Tennis, developer: Strangelite",SG
2,2290,"tcp,udp",sonus-logging,"Sonus Logging Services, registered 2005-08",IANA
1,2291,udp,games,"Virtual Tennis, developer: Strangelite",SG
2,2291,"tcp,udp",eapsp,"EPSON Advanced Printer Share Protocol, registered 2006-06",IANA
1,2292,"tcp,udp",mib-streaming,"Sonus Element Management Services, registered 2006-08",IANA
1,2293,udp,games,"Virtual Tennis, developer: Strangelite",SG
2,2293,"tcp,udp",npdbgmngr,"Network Platform Debug Manager, registered 2006-09",IANA
1,2294,udp,games,"Virtual Tennis, developer: Strangelite",SG
2,2294,"tcp,udp",konshus-lm,Konshus License Manager (FLEX),IANA
1,2295,"tcp,udp",advant-lm,Advant License Manager,IANA
1,2296,"tcp,udp",theta-lm,Theta License Manager (Rainbow),IANA
1,2297,"tcp,udp",d2k-datamover1,D2K DataMover 1,IANA
1,2298,"tcp,udp",d2k-datamover2,D2K DataMover 2,IANA
1,2299,"tcp,udp",applications,"Monopoly Tycoon, developer: Deep Red",SG
2,2299,"tcp,udp",pc-telecommute,PC Telecommute,IANA
1,2300,"tcp,udp",applications,"Combat Flight Simulator 3: Battle For Europe (UDP), Battlecom, Age of Empires III (ports 2300-2310), eJamming Station, Heroes of Might and Magic III (TCP), Realflight G3 (UDP)Aliens vs Predator uses ports 2300-2400 (UDP)Storm, Xplorer trojans also use port 2300 (TCP).",SG
2,2300,tcp,trojan,Storm,Trojans
3,2300,tcp,Xplorer,[trojan] Xplorer,SANS
4,"6073,2300-2400",udp,applications,Age of Empires,Portforward
5,"2300-2400,47624",tcp,applications,Age of Empires,Portforward
6,2300-2400,udp,applications,Age of Empires II,Portforward
7,"2300-2400,47624",tcp,applications,Age of Empires II,Portforward
8,2300-2310,udp,applications,Age of Empires III,Portforward
9,"80,2300",tcp,applications,Age of Empires III,Portforward
10,"2300-2400,6073",udp,applications,Age of Mythology,Portforward
11,2300-2400,udp,applications,Alpha Centauri,Portforward
12,"2300-2400,47624",tcp,applications,Alpha Centauri,Portforward
13,"2300-2400,6073","tcp,udp",applications,Baldurs Gate I and II,Portforward
14,"6073,2300-2400,47624",udp,applications,Battlecom,Portforward
15,"2300-2400,47624",tcp,applications,Battlecom,Portforward
16,2300-2400,udp,applications,Chessmaster 8000,Portforward
17,"2300-2400,47624",tcp,applications,Chessmaster 8000,Portforward
18,2300-2400,udp,applications,Cossacks,Portforward
19,"2300-2400,47624",tcp,applications,Cossacks,Portforward
20,"80, 2300-2400, 3783, 13139, 27900, 28900, 29900-29901, 34000-34005",udp,applications,Cossacks II,Portforward
21,"2300-2400,6667,47624",tcp,applications,Cossacks II,Portforward
22,2300-2400,udp,applications,DirectX 7,Portforward
23,"2300-2400,47624",tcp,applications,DirectX 7,Portforward
24,"2300-2400,6073",udp,applications,Dungeon Siege,Portforward
25,"2300-2400,6073",udp,applications,Dungeon Siege II,Portforward
26,2300-2400,udp,applications,Enemy Engaged 2,Portforward
27,"2300-2400,47624",tcp,applications,Enemy Engaged 2,Portforward
28,"2300-2400,47624","tcp,udp",applications,Enemy Engaged Comanche vs. Hokum,Portforward
29,"2300-2400,47624","tcp,udp",applications,Enemy Engaged Comanche vs. Hokum 2,Portforward
30,"2300-2400,50000-50100",udp,applications,Fighter Ace II,Portforward
31,"2300-2400, 47624, 50000-50100",tcp,applications,Fighter Ace II,Portforward
32,"2300-2400, 47624, 50000-50100","tcp,udp",applications,Fighter Ace II DX,Portforward
33,2300-2400,udp,applications,Flight Simulator 2000,Portforward
34,"2300-2400,47624",tcp,applications,Flight Simulator 2000,Portforward
35,2300-2400,udp,applications,Flight Simulator 2002,Portforward
36,"2300-2400,47624",tcp,applications,Flight Simulator 2002,Portforward
37,2300-2400,udp,applications,Freelancer Server,Portforward
38,"2300-2400,47624","tcp,udp",applications,Grand Theft Auto 2 Multiplayer,Portforward
39,2300-2400,udp,applications,Janes F-18,Portforward
40,"2234,2300-2400,47624",tcp,applications,Janes F-18,Portforward
41,"2300-2400,6073",udp,applications,Links,Portforward
42,"2300-2400,47624",tcp,applications,Links,Portforward
43,2300-2400,udp,applications,MechCommander 2,Portforward
44,"2300-2400,47624",tcp,applications,MechCommander 2,Portforward
45,"2300-2400,6073,23456",udp,applications,Microsofts Flight Simulator X,Portforward
46,2300-2400,udp,applications,MSN Game Zone DX,Portforward
47,"2300-2400,47624",tcp,applications,MSN Game Zone DX,Portforward
48,"2234,2235,2300-2400",udp,applications,Operation Flashpoint,Portforward
49,2300-2400,udp,applications,Pools of Radiance Ruins of Myth Drannor,Portforward
50,"2300-2400,47624",tcp,applications,Pools of Radiance Ruins of Myth Drannor,Portforward
51,"2300-2400,47624","tcp,udp",applications,Praetorians,Portforward
52,2300-2399,udp,applications,Rakion,Portforward
53,2300-2400,udp,applications,Re-Volt,Portforward
54,"3343-3350,2300-2400",udp,applications,Settlers 3,Portforward
55,"2300-2400,47624","tcp,udp",applications,Starfleet Command,Portforward
56,"2300-2400,6073",udp,applications,Starwars Galactic Battlegrounds Clone Campaigns,Portforward
57,"2300-2400,6073,47624",tcp,applications,Starwars Galactic Battlegrounds Clone Campaigns,Portforward
58,2300-2400,udp,applications,Stronghold Crusader,Portforward
59,"2300-2400,47624",tcp,applications,Stronghold Crusader,Portforward
60,2300-2400,udp,applications,Total Annihilation,Portforward
61,"2300-2400,47624",tcp,applications,Total Annihilation,Portforward
62,2300-2400,udp,applications,Warlords Battlecry,Portforward
63,"2300-2400,47624",tcp,applications,Warlords Battlecry,Portforward
64,2300-2400,udp,applications,Warlords Battlecry II,Portforward
65,"2300-2400,47624",tcp,applications,Warlords Battlecry II,Portforward
66,2300-2400,"tcp,udp",applications,Warzone 2100 GameSpy,Portforward
67,"2300-2400,47624","tcp,udp",applications,Xfire Directplay 7,Portforward
68,2300,"tcp,udp",cvmmon,CVMMON,IANA
1,2301,"tcp,udp",cpq-wbem,"Warrior Kings, HP System Management Redirect to port 2381Compaq Web-based Management Software is vulnerable to a buffer overflow in the authentication page ""cpqlogin.htm."" By default, Compaq Web-based Management Software is installed on TCP port 2301 and could allow a remote attacker to send a username containing exactly 460 bytes to overflow a buffer and execute arbitrary code on the system with administrator privileges.References: [CVE-2001-0134] [BID-2200]Denial of service in Compaq Management Agents and the Compaq Survey Utility via a long string sent to port 2301.References: [CVE-1999-0772]IANA registered for: Compaq HTTP",SG
2,2301,tcp,,HP System Management Redirect to port 2381 (unofficial),Wikipedia
3,2301,tcp,compaqdiag,Compaq remote diagnostic management,SANS
4,2301,udp,cpq-wbem,Compaq HTTP,SANS
5,2301,"tcp,udp",applications,Warrior King,Portforward
6,2301,tcp,compaqdiag,Compaq remote diagnostic/management,Nmap
7,2301,"tcp,udp",cpq-wbem,Compaq HTTP,IANA
8,2300-2400,udp,applications,Age of Empires II,Portforward
9,2300-2310,udp,applications,Age of Empires III,Portforward
10,2300-2400,udp,applications,Alpha Centauri,Portforward
11,2300-2400,udp,applications,Chessmaster 8000,Portforward
12,2300-2400,udp,applications,Cossacks,Portforward
13,2300-2400,udp,applications,DirectX 7,Portforward
14,2300-2400,udp,applications,Enemy Engaged 2,Portforward
15,2300-2400,udp,applications,Flight Simulator 2000,Portforward
16,2300-2400,udp,applications,Flight Simulator 2002,Portforward
17,2300-2400,udp,applications,Freelancer Server,Portforward
18,2300-2400,udp,applications,Janes F-18,Portforward
19,2300-2400,udp,applications,MechCommander 2,Portforward
20,2300-2400,udp,applications,MSN Game Zone DX,Portforward
21,2300-2400,udp,applications,Pools of Radiance Ruins of Myth Drannor,Portforward
22,2300-2399,udp,applications,Rakion,Portforward
23,2300-2400,udp,applications,Re-Volt,Portforward
24,2300-2400,udp,applications,Stronghold Crusader,Portforward
25,2300-2400,udp,applications,Total Annihilation,Portforward
26,2300-2400,udp,applications,Warlords Battlecry,Portforward
27,2300-2400,udp,applications,Warlords Battlecry II,Portforward
28,2300-2400,"tcp,udp",applications,Warzone 2100 GameSpy,Portforward
1,2302,udp,games,"Halo - Combat Evolved, Freelancer, Battlestations: Midway, Civilization III, Dungeon Siege (TCP/UDP), Virtual Tennis, Homeworld 2 (TCP/UDP), ArmA multiplayer (default for game)",SG
2,2302,udp,,ArmA multiplayer (default for game) (unofficial),Wikipedia
3,2302,udp,,Halo: Combat Evolved multiplayer (unofficial),Wikipedia
4,"1042,2302,6500",udp,applications,Battlestations - Midway,Portforward
5,"2302-2400, 6500, 6515, 13139, 27900",udp,applications,Civilization III,Portforward
6,"2302-2400, 6500, 6515, 13139, 27900",udp,applications,Civilization IV,Portforward
7,"2302-2400,6073",udp,applications,DirectX 8,Portforward
8,"2302-2400,6073",udp,applications,DirectX 8.1,Portforward
9,"6073,23456,2302-2400",udp,applications,Flight Simulator 2004,Portforward
10,"6073,23456,2302-2400",udp,applications,FSHost,Portforward
11,"6073,23456,2302-2400",udp,applications,FSHostClient,Portforward
12,"2302,2303",udp,applications,Halo,Portforward
13,"2302-2400,6073","tcp,udp",applications,Sacrifice,Portforward
14,"2302,6073",udp,applications,Soldiers-Heroes of World War II,Portforward
15,"2302-2400, 2801, 3783, 6073, 6500, 6515, 13139, 27900",udp,applications,Spellforce - The Order of Dawn,Portforward
16,"2302, 3056, 3057, 6500, 13139, 16499, 29701",udp,applications,Star Trek - Armada 2,Portforward
17,"2302-2303,6073",tcp,applications,Star Trek Starfleet Command III,Portforward
18,"2302-2400,6073","tcp,udp",applications,Xfire Directplay 8,Portforward
19,2302,"tcp,udp",binderysupport,Bindery Support,IANA
20,2300-2400,udp,applications,Age of Empires II,Portforward
21,2300-2310,udp,applications,Age of Empires III,Portforward
22,2300-2400,udp,applications,Alpha Centauri,Portforward
23,2300-2400,udp,applications,Chessmaster 8000,Portforward
24,2300-2400,udp,applications,Cossacks,Portforward
25,2300-2400,udp,applications,DirectX 7,Portforward
26,2300-2400,udp,applications,Enemy Engaged 2,Portforward
27,2300-2400,udp,applications,Flight Simulator 2000,Portforward
28,2300-2400,udp,applications,Flight Simulator 2002,Portforward
29,2300-2400,udp,applications,Freelancer Server,Portforward
30,2300-2400,udp,applications,Janes F-18,Portforward
31,2300-2400,udp,applications,MechCommander 2,Portforward
32,2300-2400,udp,applications,MSN Game Zone DX,Portforward
33,2300-2400,udp,applications,Pools of Radiance Ruins of Myth Drannor,Portforward
34,2300-2399,udp,applications,Rakion,Portforward
35,2300-2400,udp,applications,Re-Volt,Portforward
36,2300-2400,udp,applications,Stronghold Crusader,Portforward
37,2300-2400,udp,applications,Total Annihilation,Portforward
38,2300-2400,udp,applications,Warlords Battlecry,Portforward
39,2300-2400,udp,applications,Warlords Battlecry II,Portforward
40,2300-2400,"tcp,udp",applications,Warzone 2100 GameSpy,Portforward
1,2303,udp,games,"Halo - Combat Evolved, Freelancer, ArmA II",SG
2,2303,udp,,ArmA multiplayer (default for server reporting) (default port for game +1) (unofficial),Wikipedia
3,"2302,2303",udp,applications,Halo,Portforward
4,"2302-2303,6073",tcp,applications,Star Trek Starfleet Command III,Portforward
5,2303,"tcp,udp",proxy-gateway,Proxy Gateway,IANA
6,2300-2400,udp,applications,Age of Empires II,Portforward
7,2300-2310,udp,applications,Age of Empires III,Portforward
8,2300-2400,udp,applications,Alpha Centauri,Portforward
9,2300-2400,udp,applications,Chessmaster 8000,Portforward
10,2300-2400,udp,applications,Cossacks,Portforward
11,2300-2400,udp,applications,DirectX 7,Portforward
12,2300-2400,udp,applications,Enemy Engaged 2,Portforward
13,2300-2400,udp,applications,Flight Simulator 2000,Portforward
14,2300-2400,udp,applications,Flight Simulator 2002,Portforward
15,2300-2400,udp,applications,Freelancer Server,Portforward
16,2300-2400,udp,applications,Janes F-18,Portforward
17,2300-2400,udp,applications,MechCommander 2,Portforward
18,2300-2400,udp,applications,MSN Game Zone DX,Portforward
19,2300-2400,udp,applications,Pools of Radiance Ruins of Myth Drannor,Portforward
20,2300-2399,udp,applications,Rakion,Portforward
21,2300-2400,udp,applications,Re-Volt,Portforward
22,2300-2400,udp,applications,Stronghold Crusader,Portforward
23,2300-2400,udp,applications,Total Annihilation,Portforward
24,2300-2400,udp,applications,Warlords Battlecry,Portforward
25,2300-2400,udp,applications,Warlords Battlecry II,Portforward
26,2300-2400,"tcp,udp",applications,Warzone 2100 GameSpy,Portforward
1,2304,udp,games,Freelancer,SG
2,2304,"tcp,udp",attachmate-uts,Attachmate UTS,IANA
3,2300-2400,udp,applications,Age of Empires II,Portforward
4,2300-2310,udp,applications,Age of Empires III,Portforward
5,2300-2400,udp,applications,Alpha Centauri,Portforward
6,2300-2400,udp,applications,Chessmaster 8000,Portforward
7,2300-2400,udp,applications,Cossacks,Portforward
8,2300-2400,udp,applications,DirectX 7,Portforward
9,2300-2400,udp,applications,Enemy Engaged 2,Portforward
10,2300-2400,udp,applications,Flight Simulator 2000,Portforward
11,2300-2400,udp,applications,Flight Simulator 2002,Portforward
12,2300-2400,udp,applications,Freelancer Server,Portforward
13,2300-2400,udp,applications,Janes F-18,Portforward
14,2300-2400,udp,applications,MechCommander 2,Portforward
15,2300-2400,udp,applications,MSN Game Zone DX,Portforward
16,2300-2400,udp,applications,Pools of Radiance Ruins of Myth Drannor,Portforward
17,2300-2399,udp,applications,Rakion,Portforward
18,2300-2400,udp,applications,Re-Volt,Portforward
19,2300-2400,udp,applications,Stronghold Crusader,Portforward
20,2300-2400,udp,applications,Total Annihilation,Portforward
21,2300-2400,udp,applications,Warlords Battlecry,Portforward
22,2300-2400,udp,applications,Warlords Battlecry II,Portforward
23,2300-2400,"tcp,udp",applications,Warzone 2100 GameSpy,Portforward
1,2305,udp,games,"ArmA II, developer: Bohemia Int.Integer underflow in Armed Assault (aka ArmA) 1.14 and earlier, and 1.16 beta, and Armed Assault II 1.02 and earlier allows remote attackers to cause a denial of service (crash) via a VoIP over Network (VON) packet to port 2305 with a negative packet_size value, which triggers a buffer over-read.References: [CVE-2009-2547]Vulnerability in Halocon can cause a DoS (Denial of Service). The vulnerability is caused due to an error in the communication handling. This can be exploited to terminate the server socket by sending an empty UDP datagram to port 2305.References: [SECUNIA-13868]Port also IANA registered for MT ScaleServer (TCP/UDP)",SG
2,2305,udp,,ArmA multiplayer (default for VoN) (default port for game +3) (unofficial),Wikipedia
3,2305,"tcp,udp",mt-scaleserver,MT ScaleServer,IANA
4,2300-2400,udp,applications,Age of Empires II,Portforward
5,2300-2310,udp,applications,Age of Empires III,Portforward
6,2300-2400,udp,applications,Alpha Centauri,Portforward
7,2300-2400,udp,applications,Chessmaster 8000,Portforward
8,2300-2400,udp,applications,Cossacks,Portforward
9,2300-2400,udp,applications,DirectX 7,Portforward
10,2300-2400,udp,applications,Enemy Engaged 2,Portforward
11,2300-2400,udp,applications,Flight Simulator 2000,Portforward
12,2300-2400,udp,applications,Flight Simulator 2002,Portforward
13,2300-2400,udp,applications,Freelancer Server,Portforward
14,2300-2400,udp,applications,Janes F-18,Portforward
15,2300-2400,udp,applications,MechCommander 2,Portforward
16,2300-2400,udp,applications,MSN Game Zone DX,Portforward
17,2300-2400,udp,applications,Pools of Radiance Ruins of Myth Drannor,Portforward
18,2300-2399,udp,applications,Rakion,Portforward
19,2300-2400,udp,applications,Re-Volt,Portforward
20,2300-2400,udp,applications,Stronghold Crusader,Portforward
21,2300-2400,udp,applications,Total Annihilation,Portforward
22,2300-2400,udp,applications,Warlords Battlecry,Portforward
23,2300-2400,udp,applications,Warlords Battlecry II,Portforward
24,2300-2400,"tcp,udp",applications,Warzone 2100 GameSpy,Portforward
1,2306,"tcp,udp",tappi-boxnet,TAPPI BoxNet,IANA
2,2300-2400,udp,applications,Age of Empires II,Portforward
3,2300-2310,udp,applications,Age of Empires III,Portforward
4,2300-2400,udp,applications,Alpha Centauri,Portforward
5,2300-2400,udp,applications,Chessmaster 8000,Portforward
6,2300-2400,udp,applications,Cossacks,Portforward
7,2300-2400,udp,applications,DirectX 7,Portforward
8,2300-2400,udp,applications,Enemy Engaged 2,Portforward
9,2300-2400,udp,applications,Flight Simulator 2000,Portforward
10,2300-2400,udp,applications,Flight Simulator 2002,Portforward
11,2300-2400,udp,applications,Freelancer Server,Portforward
12,2300-2400,udp,applications,Janes F-18,Portforward
13,2300-2400,udp,applications,MechCommander 2,Portforward
14,2300-2400,udp,applications,MSN Game Zone DX,Portforward
15,2300-2400,udp,applications,Pools of Radiance Ruins of Myth Drannor,Portforward
16,2300-2399,udp,applications,Rakion,Portforward
17,2300-2400,udp,applications,Re-Volt,Portforward
18,2300-2400,udp,applications,Stronghold Crusader,Portforward
19,2300-2400,udp,applications,Total Annihilation,Portforward
20,2300-2400,udp,applications,Warlords Battlecry,Portforward
21,2300-2400,udp,applications,Warlords Battlecry II,Portforward
22,2300-2400,"tcp,udp",applications,Warzone 2100 GameSpy,Portforward
1,2307,"tcp,udp",pehelp,pehelp,IANA
2,2300-2400,udp,applications,Age of Empires II,Portforward
3,2300-2310,udp,applications,Age of Empires III,Portforward
4,2300-2400,udp,applications,Alpha Centauri,Portforward
5,2300-2400,udp,applications,Chessmaster 8000,Portforward
6,2300-2400,udp,applications,Cossacks,Portforward
7,2300-2400,udp,applications,DirectX 7,Portforward
8,2300-2400,udp,applications,Enemy Engaged 2,Portforward
9,2300-2400,udp,applications,Flight Simulator 2000,Portforward
10,2300-2400,udp,applications,Flight Simulator 2002,Portforward
11,2300-2400,udp,applications,Freelancer Server,Portforward
12,2300-2400,udp,applications,Janes F-18,Portforward
13,2300-2400,udp,applications,MechCommander 2,Portforward
14,2300-2400,udp,applications,MSN Game Zone DX,Portforward
15,2300-2400,udp,applications,Pools of Radiance Ruins of Myth Drannor,Portforward
16,2300-2399,udp,applications,Rakion,Portforward
17,2300-2400,udp,applications,Re-Volt,Portforward
18,2300-2400,udp,applications,Stronghold Crusader,Portforward
19,2300-2400,udp,applications,Total Annihilation,Portforward
20,2300-2400,udp,applications,Warlords Battlecry,Portforward
21,2300-2400,udp,applications,Warlords Battlecry II,Portforward
22,2300-2400,"tcp,udp",applications,Warzone 2100 GameSpy,Portforward
1,2308,tcp,applications,"Heap-based buffer overflow in the Siemens WinCC Runtime Advanced Loader, as used in SIMATIC WinCC flexible Runtime and SIMATIC WinCC (TIA Portal) Runtime Advanced, allows remote attackers to cause a denial of service (memory corruption) or possibly execute arbitrary code via a crafted packet to TCP port 2308.References: [CVE-2011-3321]Port also IANA registered for sdhelp (TCP/UDP)",SG
2,2308,"tcp,udp",sdhelp,sdhelp,IANA
3,2300-2400,udp,applications,Age of Empires II,Portforward
4,2300-2310,udp,applications,Age of Empires III,Portforward
5,2300-2400,udp,applications,Alpha Centauri,Portforward
6,2300-2400,udp,applications,Chessmaster 8000,Portforward
7,2300-2400,udp,applications,Cossacks,Portforward
8,2300-2400,udp,applications,DirectX 7,Portforward
9,2300-2400,udp,applications,Enemy Engaged 2,Portforward
10,2300-2400,udp,applications,Flight Simulator 2000,Portforward
11,2300-2400,udp,applications,Flight Simulator 2002,Portforward
12,2300-2400,udp,applications,Freelancer Server,Portforward
13,2300-2400,udp,applications,Janes F-18,Portforward
14,2300-2400,udp,applications,MechCommander 2,Portforward
15,2300-2400,udp,applications,MSN Game Zone DX,Portforward
16,2300-2400,udp,applications,Pools of Radiance Ruins of Myth Drannor,Portforward
17,2300-2399,udp,applications,Rakion,Portforward
18,2300-2400,udp,applications,Re-Volt,Portforward
19,2300-2400,udp,applications,Stronghold Crusader,Portforward
20,2300-2400,udp,applications,Total Annihilation,Portforward
21,2300-2400,udp,applications,Warlords Battlecry,Portforward
22,2300-2400,udp,applications,Warlords Battlecry II,Portforward
23,2300-2400,"tcp,udp",applications,Warzone 2100 GameSpy,Portforward
1,2309,"tcp,udp",sdserver,SD Server,IANA
2,2300-2400,udp,applications,Age of Empires II,Portforward
3,2300-2310,udp,applications,Age of Empires III,Portforward
4,2300-2400,udp,applications,Alpha Centauri,Portforward
5,2300-2400,udp,applications,Chessmaster 8000,Portforward
6,2300-2400,udp,applications,Cossacks,Portforward
7,2300-2400,udp,applications,DirectX 7,Portforward
8,2300-2400,udp,applications,Enemy Engaged 2,Portforward
9,2300-2400,udp,applications,Flight Simulator 2000,Portforward
10,2300-2400,udp,applications,Flight Simulator 2002,Portforward
11,2300-2400,udp,applications,Freelancer Server,Portforward
12,2300-2400,udp,applications,Janes F-18,Portforward
13,2300-2400,udp,applications,MechCommander 2,Portforward
14,2300-2400,udp,applications,MSN Game Zone DX,Portforward
15,2300-2400,udp,applications,Pools of Radiance Ruins of Myth Drannor,Portforward
16,2300-2399,udp,applications,Rakion,Portforward
17,2300-2400,udp,applications,Re-Volt,Portforward
18,2300-2400,udp,applications,Stronghold Crusader,Portforward
19,2300-2400,udp,applications,Total Annihilation,Portforward
